"lhs","op","rhs","block","group","level","mi","epc","sepc.lv","sepc.all","sepc.nox"
"dQ4A","~~","dQ7A",2,2,1,0.278593922613083,-0.0765080272279276,-0.0765080272279276,-0.0447676204681375,-0.0447676204681375
"dQ15A","~~","dQ8S",1,1,1,0.278534535775335,-0.0512101157181947,-0.0512101157181947,-0.0512101157181947,-0.0512101157181947
"dQ13D","~~","dQ20A",1,1,1,0.264607608744141,-0.0549251705995909,-0.0549251705995909,-0.0549251705995909,-0.0549251705995909
"dQ14S","~~","dQ18S",2,2,1,0.262350025662681,-0.0630734181231074,-0.0630734181231074,-0.0392769017431333,-0.0392769017431333
"dQ16D","~~","dQ6S",1,1,1,0.259728021779849,0.0488451180628908,0.0488451180628908,0.0488451180628908,0.0488451180628908
"dQ5D","~~","dQ16D",2,2,1,0.257610553407848,-0.073458183549946,-0.073458183549946,-0.0425701624728732,-0.0425701624728732
"dQ16D","~~","dQ1S",2,2,1,0.251469638329703,0.0613228165988813,0.0613228165988813,0.0398975529884959,0.0398975529884959
"dQ3D","~~","dQ15A",1,1,1,0.246840903726624,0.0499516465950332,0.0499516465950332,0.0499516465950332,0.0499516465950332
"dQ16D","~~","dQ14S",1,1,1,0.243239515294445,0.0423791781981584,0.0423791781981584,0.0423791781981584,0.0423791781981584
"dQ9A","~~","dQ19A",1,1,1,0.238996626436328,0.04392320167254,0.04392320167254,0.04392320167254,0.04392320167254
"dQ10D","~~","dQ15A",1,1,1,0.234301760868346,-0.0545881682805557,-0.0545881682805557,-0.0545881682805557,-0.0545881682805557
"dQ2A","~~","dQ7A",1,1,1,0.232501091513267,-0.0415588414929936,-0.0415588414929936,-0.0415588414929936,-0.0415588414929936
"dQ9A","~~","dQ1S",2,2,1,0.23125509265193,0.0492046163470743,0.0492046163470743,0.04261742800072,0.04261742800072
"dQ4A","~~","dQ6S",1,1,1,0.230251347721957,-0.0421667574501223,-0.0421667574501223,-0.0421667574501223,-0.0421667574501223
"Dep","=~","dQ4A",1,1,1,0.227725660382366,0.046222686102445,0.046222686102445,0.0392887085226871,0.0392887085226871
"dQ3D","~~","dQ10D",2,2,1,0.223796897637348,0.0535792050081197,0.0535792050081197,0.0501819764791126,0.0501819764791126
"dQ10D","~~","dQ2A",1,1,1,0.219721541686032,0.0454011156711743,0.0454011156711743,0.0454011156711743,0.0454011156711743
"Dep","=~","dQ18S",1,1,1,0.218063287061332,0.0414088568742527,0.0414088568742527,0.0351660409419344,0.0351660409419344
"dQ3D","~~","dQ6S",2,2,1,0.215375908928171,-0.0456901787348028,-0.0456901787348028,-0.0403198315989872,-0.0403198315989872
"Str","=~","dQ10D",2,2,1,0.211554715750226,0.0483805311002027,0.0528539629677808,0.035400334130015,0.035400334130015
"dQ17D","~~","dQ11S",2,2,1,0.2062786241174,0.0463637042267451,0.0463637042267451,0.0526469088847651,0.0526469088847651
"dQ1S","~~","dQ6S",2,2,1,0.205642657044571,-0.0456885000831193,-0.0456885000831193,-0.0348628835491757,-0.0348628835491757
"dQ10D","~~","dQ14S",1,1,1,0.20236979856218,0.0418909991949311,0.0418909991949311,0.0418909991949311,0.0418909991949311
"dQ21D","~~","dQ4A",2,2,1,0.200632309940129,-0.0498061197474795,-0.0498061197474795,-0.0516921862559478,-0.0516921862559478
"dQ5D","~~","dQ19A",1,1,1,0.198990230518406,-0.0350796343177795,-0.0350796343177795,-0.0350796343177795,-0.0350796343177795
"dQ13D","~~","dQ8S",1,1,1,0.197534746671593,-0.0422148563976074,-0.0422148563976074,-0.0422148563976074,-0.0422148563976074
"Dep","=~","dQ15A",2,2,1,0.191356435212186,-0.041446105106202,-0.0472067542667777,-0.0311797205077683,-0.0311797205077683
"dQ1S","~~","dQ11S",1,1,1,0.189852475921917,-0.0355722023691181,-0.0355722023691181,-0.0355722023691181,-0.0355722023691181
"dQ20A","~~","dQ1S",1,1,1,0.188042626824314,-0.0371131994175241,-0.0371131994175241,-0.0371131994175241,-0.0371131994175241
"dQ4A","~~","dQ12S",2,2,1,0.185245768476946,-0.0593313600621385,-0.0593313600621385,-0.0361366321154569,-0.0361366321154569
"dQ9A","~~","dQ20A",1,1,1,0.17831924592174,0.0419481472847471,0.0419481472847471,0.0419481472847471,0.0419481472847471
"dQ4A","~~","dQ18S",1,1,1,0.173344288092551,0.0385236739349173,0.0385236739349173,0.0385236739349173,0.0385236739349173
"dQ1S","~~","dQ18S",1,1,1,0.173288434423325,0.0315102192927745,0.0315102192927745,0.0315102192927745,0.0315102192927745
"dQ5D","~~","dQ13D",1,1,1,0.172730360697446,0.0395927351811988,0.0395927351811988,0.0395927351811988,0.0395927351811988
"dQ9A","~~","dQ18S",2,2,1,0.172672980493722,0.0493940857943102,0.0493940857943102,0.0404608341346333,0.0404608341346333
"dQ2A","~~","dQ20A",1,1,1,0.168767287020943,0.0376679501375829,0.0376679501375829,0.0376679501375829,0.0376679501375829
"Str","=~","dQ20A",2,2,1,0.16794654584486,-0.0399924012449765,-0.0436902375051803,-0.0334356835904326,-0.0334356835904326
"dQ16D","~~","dQ20A",2,2,1,0.16646770213863,-0.0523756312242398,-0.0523756312242398,-0.0380431494420806,-0.0380431494420806
"dQ10D","~~","dQ16D",1,1,1,0.165625200819303,-0.0413710907944137,-0.0413710907944137,-0.0413710907944137,-0.0413710907944137
"dQ16D","~~","dQ12S",2,2,1,0.164383100139093,-0.0587190733823581,-0.0587190733823581,-0.0347689816569612,-0.0347689816569612
"dQ9A","~~","dQ12S",2,2,1,0.163294062493455,0.0482203741609508,0.0482203741609508,0.0380102366334646,0.0380102366334646
"Anx","=~","dQ18S",2,2,1,0.162653343405124,0.0401360530781234,0.0432058372680148,0.030718398833941,0.030718398833941
"dQ15A","~~","dQ20A",2,2,1,0.160358789886232,0.0465440800334202,0.0465440800334202,0.0426870823783704,0.0426870823783704
"dQ4A","~~","dQ1S",2,2,1,0.158728847877313,-0.0453279779140514,-0.0453279779140514,-0.0303347978359389,-0.0303347978359389
"Str","=~","dQ21D",2,2,1,0.158385316559104,0.0378934154798451,0.0413971722291836,0.0367966148005277,0.0367966148005277
"dQ16D","~~","dQ14S",2,2,1,0.156971945498472,-0.0548530783743808,-0.0548530783743808,-0.031882984844674,-0.031882984844674
"dQ19A","~~","dQ12S",2,2,1,0.154758946213813,-0.0482457119264926,-0.0482457119264926,-0.0319359361264632,-0.0319359361264632
"dQ6S","~~","dQ12S",2,2,1,0.149000836504621,0.0466042842186079,0.0466042842186079,0.0323646457578378,0.0323646457578378
"dQ7A","~~","dQ11S",1,1,1,0.147963525110291,0.0381683676481504,0.0381683676481504,0.0381683676481504,0.0381683676481504
"dQ5D","~~","dQ14S",2,2,1,0.145946328704783,-0.0462186397789127,-0.0462186397789127,-0.0271063147931893,-0.0271063147931893
"dQ3D","~~","dQ17D",2,2,1,0.143802327021222,-0.0381276713134577,-0.0381276713134577,-0.0389424380395971,-0.0389424380395971
"dQ5D","~~","dQ2A",2,2,1,0.143341655390956,-0.0764985518957369,-0.0764985518957369,-0.0286338744273913,-0.0286338744273913
"dQ6S","~~","dQ8S",1,1,1,0.141711575083759,0.0346071654791584,0.0346071654791584,0.0346071654791584,0.0346071654791584
"dQ2A","~~","dQ6S",2,2,1,0.140854413262893,0.0689445685538946,0.0689445685538946,0.0299960347646845,0.0299960347646845
"dQ7A","~~","dQ19A",1,1,1,0.133326159968403,-0.0315829137032205,-0.0315829137032205,-0.0315829137032205,-0.0315829137032205
"dQ8S","~*~","dQ8S",2,2,1,0.132769736492639,0.0355340562438839,0.0355340562438839,1,1
"dQ8S","~*~","dQ8S",1,1,1,0.132737099522051,-0.0374664340290272,-0.0374664340290272,-1,-1
"dQ9A","~~","dQ1S",1,1,1,0.131809256165977,-0.0296531293268697,-0.0296531293268697,-0.0296531293268697,-0.0296531293268697
"dQ17D","~~","dQ15A",2,2,1,0.131580984038843,0.0450619118900544,0.0450619118900544,0.0443591746519443,0.0443591746519443
"dQ9A","~~","dQ6S",1,1,1,0.129042804728192,0.0305973915807381,0.0305973915807381,0.0305973915807381,0.0305973915807381
"dQ10D","~~","dQ9A",1,1,1,0.128303983557084,-0.0359960311558551,-0.0359960311558551,-0.0359960311558551,-0.0359960311558551
"Anx","=~","dQ21D",2,2,1,0.127465100821838,0.0304373567042811,0.0327653413770893,0.0291240580101895,0.0291240580101895
"dQ10D","~~","dQ1S",1,1,1,0.125582556202497,-0.0313743219703661,-0.0313743219703661,-0.0313743219703661,-0.0313743219703661
"dQ2A","~~","dQ19A",1,1,1,0.125441448887941,0.0291489067628212,0.0291489067628212,0.0291489067628212,0.0291489067628212
"dQ13D","~~","dQ20A",2,2,1,0.121773403103673,0.0472332182000469,0.0472332182000469,0.0388229014564609,0.0388229014564609
"dQ15A","~~","dQ12S",1,1,1,0.121007096857708,0.0338266351941101,0.0338266351941101,0.0338266351941101,0.0338266351941101
"dQ3D","~~","dQ20A",2,2,1,0.117670723771622,-0.0347053307685247,-0.0347053307685247,-0.0330245739062762,-0.0330245739062762
"dQ21D","~~","dQ11S",1,1,1,0.116467259062475,-0.0344143816100207,-0.0344143816100207,-0.0344143816100207,-0.0344143816100207
"dQ9A","~~","dQ8S",1,1,1,0.111491443023692,-0.0298652893211292,-0.0298652893211292,-0.0298652893211292,-0.0298652893211292
"Anx","=~","dQ6S",1,1,1,0.107961204647609,-0.0289782958418007,-0.0289782958418007,-0.0245182848099888,-0.0245182848099888
"dQ5D","~~","dQ6S",2,2,1,0.101593386640883,0.038526359425392,0.038526359425392,0.0261851660968948,0.0261851660968948
"dQ5D","~~","dQ12S",2,2,1,0.101419494620273,0.0429737113643535,0.0429737113643535,0.0256750317964651,0.0256750317964651
"dQ2A","~~","dQ6S",1,1,1,0.0983906376236778,-0.0255618680614014,-0.0255618680614014,-0.0255618680614014,-0.0255618680614014
"dQ16D","~~","dQ11S",1,1,1,0.0968672530638729,-0.0298638357136502,-0.0298638357136502,-0.0298638357136502,-0.0298638357136502
"dQ3D","~~","dQ11S",2,2,1,0.094570320578483,-0.0284882582547223,-0.0284882582547223,-0.0312201688558184,-0.0312201688558184
"dQ16D","~~","dQ11S",2,2,1,0.0855916596861545,0.035416691989521,0.035416691989521,0.0296267152014273,0.0296267152014273
"dQ4A","~*~","dQ4A",1,1,1,0.0810150388584908,0.0428018094557413,0.0428018094557413,1,1
"dQ4A","~*~","dQ4A",2,2,1,0.0809101734570965,-0.0348030651802471,-0.0348030651802471,-1,-1
"dQ5D","~~","dQ20A",2,2,1,0.0806716443415787,0.0339190448182993,0.0339190448182993,0.0248591432644446,0.0248591432644446
"Anx","=~","dQ10D",2,2,1,0.0781161186979251,0.0273229856306702,0.0294127693258034,0.0196999771324094,0.0196999771324094
"dQ19A","~~","dQ14S",2,2,1,0.0763351304354772,-0.0317770925555501,-0.0317770925555501,-0.0206481088320186,-0.0206481088320186
"Str","=~","dQ13D",1,1,1,0.0727310190507803,-0.0297543866467197,-0.0297543866467197,-0.0210041737311793,-0.0210041737311793
"Str","=~","dQ4A",2,2,1,0.0722179336437986,0.0270291193244816,0.0295283255338611,0.020421517708956,0.020421517708956
"dQ16D","~~","dQ20A",1,1,1,0.071855137327839,-0.0257355692611331,-0.0257355692611331,-0.0257355692611331,-0.0257355692611331
"dQ19A","~~","dQ18S",2,2,1,0.071704308879224,0.0342300453180198,0.0342300453180198,0.0235460622845687,0.0235460622845687
"dQ3D","~~","dQ16D",2,2,1,0.0714969365309706,0.0323884936058757,0.0323884936058757,0.0243699345923081,0.0243699345923081
"dQ1S","~~","dQ11S",2,2,1,0.0699911502338757,0.0253523790330663,0.0253523790330663,0.0240241826507613,0.0240241826507613
"dQ3D","~~","dQ18S",1,1,1,0.0697984712449246,0.0222984013640742,0.0222984013640742,0.0222984013640742,0.0222984013640742
"Anx","=~","dQ18S",1,1,1,0.0658905280870933,-0.0247556872557254,-0.0247556872557254,-0.0210235098791597,-0.0210235098791597
"dQ9A","~~","dQ18S",1,1,1,0.0658891630940873,0.0219858219495527,0.0219858219495527,0.0219858219495527,0.0219858219495527
"dQ15A","~~","dQ20A",1,1,1,0.0658779443328246,-0.0266544557634628,-0.0266544557634628,-0.0266544557634628,-0.0266544557634628
"dQ6S","~*~","dQ6S",1,1,1,0.0637415406251302,0.0301417079683114,0.0301417079683114,1,1
"dQ6S","~*~","dQ6S",2,2,1,0.0637044031183213,-0.0270030400280997,-0.0270030400280997,-1,-1
"dQ9A","~~","dQ11S",1,1,1,0.0621618642563155,-0.0232329573171933,-0.0232329573171933,-0.0232329573171933,-0.0232329573171933
"Anx","=~","dQ8S",1,1,1,0.0613314648735322,0.0258149372786513,0.0258149372786513,0.0201546247565605,0.0201546247565605
"dQ19A","~~","dQ18S",1,1,1,0.0606205873910962,0.0198894899226738,0.0198894899226738,0.0198894899226738,0.0198894899226738
"dQ11S","~~","dQ14S",2,2,1,0.0600936566385088,0.0254564386296541,0.0254564386296541,0.0215506983804014,0.0215506983804014
"dQ10D","~~","dQ21D",2,2,1,0.0578855355175176,-0.0234811084037649,-0.0234811084037649,-0.0294915823733089,-0.0294915823733089
"dQ18S","~*~","dQ18S",1,1,1,0.0574353916076935,0.0318527514596147,0.0318527514596147,1,1
"dQ18S","~*~","dQ18S",2,2,1,0.0574120429605298,-0.0266614996370613,-0.0266614996370613,-1,-1
"dQ19A","~~","dQ8S",1,1,1,0.0562309897100564,0.0207584926394,0.0207584926394,0.0207584926394,0.0207584926394
"Anx","=~","dQ6S",2,2,1,0.0546426980670236,0.0212147187650466,0.0228373149912168,0.0173154443458565,0.0173154443458565
"dQ3D","~~","dQ13D",1,1,1,0.0538224905334761,0.0219489968394084,0.0219489968394084,0.0219489968394084,0.0219489968394084
"dQ13D","~~","dQ1S",1,1,1,0.0518820922874093,0.0209697112198551,0.0209697112198551,0.0209697112198551,0.0209697112198551
"dQ13D","~~","dQ7A",1,1,1,0.0502181459208236,-0.0236372030888937,-0.0236372030888937,-0.0236372030888937,-0.0236372030888937
"dQ17D","~~","dQ12S",1,1,1,0.0495859286438601,0.0208132596149028,0.0208132596149028,0.0208132596149028,0.0208132596149028
"dQ3D","~~","dQ17D",1,1,1,0.0477992648126108,-0.0198920485459057,-0.0198920485459057,-0.0198920485459057,-0.0198920485459057
"dQ7A","~~","dQ9A",1,1,1,0.0474208791804787,0.0204356007875032,0.0204356007875032,0.0204356007875032,0.0204356007875032
"dQ19A","~~","dQ12S",1,1,1,0.0465232049343031,0.017935408789685,0.017935408789685,0.017935408789685,0.017935408789685
"dQ17D","~~","dQ18S",2,2,1,0.0464259251008217,-0.0278624400553317,-0.0278624400553317,-0.0232723933884971,-0.0232723933884971
"dQ3D","~~","dQ8S",2,2,1,0.0461818177614981,0.0215819175909595,0.0215819175909595,0.0208140872041677,0.0208140872041677
"dQ13D","~~","dQ11S",1,1,1,0.0447600355625077,0.0212496880536471,0.0212496880536471,0.0212496880536471,0.0212496880536471
"dQ16D","~~","dQ21D",2,2,1,0.0436875267530539,0.0234824551350402,0.0234824551350402,0.023693820830564,0.023693820830564
"dQ13D","~~","dQ21D",2,2,1,0.0423448265719811,0.0231984176593284,0.0231984176593284,0.0264876373266464,0.0264876373266464
"Dep","=~","dQ19A",2,2,1,0.0359901244869512,0.0136397759723759,0.015535586538999,0.0114595134650161,0.0114595134650161
"dQ15A","~~","dQ1S",1,1,1,0.0343443745376655,-0.0171662299183505,-0.0171662299183505,-0.0171662299183505,-0.0171662299183505
"dQ21D","~~","dQ19A",1,1,1,0.0340322027078153,0.018221092951674,0.018221092951674,0.018221092951674,0.018221092951674
"dQ6S","~~","dQ14S",1,1,1,0.0336628226955853,-0.014741014239366,-0.014741014239366,-0.014741014239366,-0.014741014239366
"dQ9A","~~","dQ14S",1,1,1,0.0336443720984372,-0.014239627577744,-0.014239627577744,-0.014239627577744,-0.014239627577744
"Dep","=~","dQ1S",2,2,1,0.0327513127603345,-0.00968079540372025,-0.011026342006308,-0.00903886075026972,-0.00903886075026972
"dQ7A","~~","dQ6S",2,2,1,0.029890149365483,0.0217575462063476,0.0217575462063476,0.0145160537225354,0.0145160537225354
"Str","=~","dQ5D",2,2,1,0.0282832279111383,-0.0131883304952895,-0.0144077693186374,-0.00963290981992923,-0.00963290981992923
"dQ11S","~~","dQ14S",1,1,1,0.0281791943340702,-0.0141046716577535,-0.0141046716577535,-0.0141046716577535,-0.0141046716577535
"dQ4A","~~","dQ8S",1,1,1,0.0266998595168572,0.0153336080406439,0.0153336080406439,0.0153336080406439,0.0153336080406439
"dQ10D","~~","dQ15A",2,2,1,0.0257831499016735,0.0211517410793605,0.0211517410793605,0.0190936345195313,0.0190936345195313
"dQ21D","~~","dQ9A",2,2,1,0.0249547906829733,-0.0150041308777906,-0.0150041308777906,-0.0201539261402538,-0.0201539261402538
"dQ10D","~~","dQ6S",1,1,1,0.0244854321891931,0.0153665665814059,0.0153665665814059,0.0153665665814059,0.0153665665814059
"dQ7A","~~","dQ18S",2,2,1,0.0234010227783885,0.0210246436999244,0.0210246436999244,0.0128135051032864,0.0128135051032864
"Dep","=~","dQ11S",1,1,1,0.0232997173708503,-0.0149209042796322,-0.0149209042796322,-0.0116231712415869,-0.0116231712415869
"dQ1S","~~","dQ6S",1,1,1,0.0223108060826579,-0.0114073930424922,-0.0114073930424922,-0.0114073930424922,-0.0114073930424922
"dQ11S","~~","dQ12S",2,2,1,0.0219849676508824,-0.0160854803422003,-0.0160854803422003,-0.013872430168973,-0.013872430168973
"dQ7A","~~","dQ1S",2,2,1,0.0193028038839818,-0.0172221899321316,-0.0172221899321316,-0.0110981140129761,-0.0110981140129761
"dQ4A","~~","dQ20A",2,2,1,0.0191869878857313,-0.0169654749644627,-0.0169654749644627,-0.0126754623360056,-0.0126754623360056
"Anx","=~","dQ13D",1,1,1,0.0178672479451839,-0.0145844945091931,-0.0145844945091931,-0.0102954653406137,-0.0102954653406137
"dQ13D","~~","dQ12S",2,2,1,0.0166524756249276,0.0195584124026422,0.0195584124026422,0.0131050787810136,0.0131050787810136
"dQ15A","~~","dQ18S",2,2,1,0.0159879824753722,0.0167216212524814,0.0167216212524814,0.0129916966285304,0.0129916966285304
"dQ17D","~~","dQ9A",1,1,1,0.0154814403444768,-0.0119919030089762,-0.0119919030089762,-0.0119919030089762,-0.0119919030089762
"dQ3D","~~","dQ2A",1,1,1,0.0147588869176566,-0.010120341436538,-0.010120341436538,-0.010120341436538,-0.010120341436538
"dQ13D","~~","dQ4A",1,1,1,0.0140389325025596,0.0119488126061367,0.0119488126061367,0.0119488126061367,0.0119488126061367
"dQ19A","~~","dQ6S",1,1,1,0.0133567312473557,0.00969190772767134,0.00969190772767134,0.00969190772767134,0.00969190772767134
"dQ21D","~~","dQ15A",1,1,1,0.0114701768205151,0.0120875121286076,0.0120875121286076,0.0120875121286076,0.0120875121286076
"dQ17D","~~","dQ1S",1,1,1,0.0107840777342295,-0.00905602901134507,-0.00905602901134507,-0.00905602901134507,-0.00905602901134507
"dQ21D","~~","dQ7A",1,1,1,0.0107536009668893,-0.0105838283799429,-0.0105838283799429,-0.0105838283799429,-0.0105838283799429
"dQ16D","~~","dQ19A",1,1,1,0.0103190543561295,0.00932407973018462,0.00932407973018462,0.00932407973018462,0.00932407973018462
"Anx","=~","dQ10D",1,1,1,0.010148223865814,0.0114510544839089,0.0114510544839089,0.00841418271373654,0.00841418271373654
"dQ4A","~~","dQ18S",2,2,1,0.0100281673006891,0.0136479599715135,0.0136479599715135,0.00863815501595673,0.00863815501595673
"Str","=~","dQ4A",1,1,1,0.00962190809284394,-0.0105900905297247,-0.0105900905297247,-0.0090014452887716,-0.0090014452887716
"dQ5D","~~","dQ9A",1,1,1,0.00899352187526315,-0.00802670162397762,-0.00802670162397762,-0.00802670162397762,-0.00802670162397762
"dQ13D","~~","dQ14S",2,2,1,0.00857487519389901,-0.0125870921181695,-0.0125870921181695,-0.00827897626249659,-0.00827897626249659
"dQ4A","~~","dQ8S",2,2,1,0.0073419861590393,0.010689789871687,0.010689789871687,0.00809456024664072,0.00809456024664072
"Dep","=~","dQ4A",2,2,1,0.00724807835893312,0.00688316145389137,0.00783986120046256,0.0054219757282684,0.0054219757282684
"dQ19A","~~","dQ11S",2,2,1,0.00700958430489183,0.00881384234908432,0.00881384234908432,0.00824230992309031,0.00824230992309031
"dQ21D","~~","dQ12S",1,1,1,0.00643901037334439,0.00779758437698739,0.00779758437698739,0.00779758437698739,0.00779758437698739
"dQ20A","~~","dQ18S",2,2,1,0.00639201889043442,0.00909709787281684,0.00909709787281684,0.00707917988426049,0.00707917988426049
"Str","=~","dQ10D",1,1,1,0.0046353637402332,0.00784926538595191,0.00784926538595191,0.00576760447859317,0.00576760447859317
"dQ2A","~~","dQ9A",1,1,1,0.00333605429913437,-0.0050690598406181,-0.0050690598406181,-0.0050690598406181,-0.0050690598406181
"dQ20A","~*~","dQ20A",1,1,1,0.00299208238705518,0.00649709293350287,0.00649709293350287,1,1
"dQ20A","~*~","dQ20A",2,2,1,0.0029882161918732,-0.00615431620752515,-0.00615431620752515,-1,-1
"dQ16D","~~","dQ17D",2,2,1,0.00281845900841589,-0.00695623255946968,-0.00695623255946968,-0.00542329348902329,-0.00542329348902329
"dQ4A","~~","dQ15A",2,2,1,0.00278314492625189,-0.00728800852627481,-0.00728800852627481,-0.00543643332553617,-0.00543643332553617
"dQ9A","~~","dQ14S",2,2,1,0.00275928268995197,-0.00580362403136631,-0.00580362403136631,-0.00449070428797161,-0.00449070428797161
"Str","=~","dQ20A",1,1,1,0.00240753961831248,-0.00519447365581404,-0.00519447365581404,-0.00419397517216892,-0.00419397517216892
"dQ16D","~~","dQ9A",2,2,1,0.00163643175277355,-0.00526354977863072,-0.00526354977863072,-0.00402444250275836,-0.00402444250275836
"dQ1S","~~","dQ18S",2,2,1,0.00158932804807183,-0.00443517663986681,-0.00443517663986681,-0.00309149091751852,-0.00309149091751852
"dQ16D","~~","dQ7A",2,2,1,0.00154260980956429,0.00603109627416433,0.00603109627416433,0.00343085746029875,0.00343085746029875
"dQ9A","~~","dQ15A",1,1,1,0.00123905861480787,0.00360131088962136,0.00360131088962136,0.00360131088962136,0.00360131088962136
"dQ15A","~~","dQ6S",1,1,1,0.00111418721606902,0.00322247407772369,0.00322247407772369,0.00322247407772369,0.00322247407772369
"dQ2A","~~","dQ12S",1,1,1,0.000739153741201804,0.00219680072924613,0.00219680072924613,0.00219680072924613,0.00219680072924613
"dQ6S","~~","dQ11S",2,2,1,0.000661486426893703,-0.00244464987036748,-0.00244464987036748,-0.00239841545252264,-0.00239841545252264
"dQ1S","~~","dQ14S",2,2,1,0.000581623639872219,-0.00256637910258576,-0.00256637910258576,-0.00168979169511872,-0.00168979169511872
"dQ1S","~~","dQ8S",1,1,1,0.000379318742936813,-0.00163713246414923,-0.00163713246414923,-0.00163713246414923,-0.00163713246414923
"Anx","=~","dQ11S",2,2,1,0.000242290256567941,-0.00170132536473301,-0.00183145030991266,-0.00145058180791001,-0.00145058180791001
"dQ16D","~~","dQ12S",1,1,1,0.000161930128066921,0.00115836798466831,0.00115836798466831,0.00115836798466831,0.00115836798466831
"dQ13D","~~","dQ16D",2,2,1,0.000133580397120463,0.00178474570167146,0.00178474570167146,0.001159950286582,0.001159950286582
"dQ16D","~~","dQ18S",2,2,1,0.000121011686819224,0.0016388207685025,0.0016388207685025,0.0010084029769587,0.0010084029769587
"Dep","=~","dQ18S",2,2,1,4.48507797419673e-05,0.000557921418645127,0.000635467657157762,0.000451803510195908,0.000451803510195908
"dQ13D","~~","dQ2A",1,1,1,1.02170003228301e-06,-0.000100264901619713,-0.000100264901619713,-0.000100264901619713,-0.000100264901619713
